,words
25295,jedi
25296,knight
25297,im
25298,senator
25299,follow
25300,thoughts
25301,conclusion
25302,take
25303,us
25304,place
25305,go
25306,regardless
25307,way
25308,feel
25309,anakin
25310,feel
25311,something
25312,padmé
25313,jedi
25314,arent
25315,allowed
25316,marry
25317,youd
25318,expelled
25319,order
25320,let
25321,give
25322,future
25323,anakin
25324,youre
25325,asking
25326,rational
25327,something
25328,know
25329,believe
25330,wish
25331,could
25332,wish
25333,feelings
25334,away
25335,cant
25336,padmé
25337,going
25338,give
25339,important
25340,things
25341,fall
25342,love
25343,silence
25344,stare
25345,fire
25346,anakin
25347,thinking
25348,anakin
25349,wouldnt
25350,way
25351,could
25352,keep
25353,secret
25354,padmé
25355,wed
25356,living
25357,lie
25358,one
25359,couldnt
25360,keep
25361,even
25362,wanted
25363,mt
25364,sister
25365,saw
25366,mother
25367,couldnt
25368,could
25369,anakin
25370,could
25371,live
25372,like
25373,silence
25374,moment
25375,anakin
25376,youre
25377,right
25378,would
25379,destroy
25380,us
25381,interior
25382,tipoca
25383,city
25384,corridor
25385,day
25386,obiwan
25387,stands
25388,taun
25389,inside
25390,open
25391,door
25392,lama
25393,su
25394,tell
25395,council
25396,first
25397,battalions
25398,ready
25399,remind
25400,need
25401,troops
25402,need
25403,time
25404,grow
25405,obiwan
25406,wont
25407,forget
25408,thank
25409,taun
25410,thank
25411,exterior
25412,tipoca
25413,city
25414,kamino
25415,landing
25416,platform
25417,rainstorm
25418,late
25419,day
25420,obiwan
25421,comes
25422,tower
25423,driving
25424,ran
25425,door
25426,closes
25427,behind
25428,pulls
25429,robe
25430,around
25431,stands
25432,braced
25433,gale
25434,obiwan
25435,glances
25436,back
25437,toward
25438,closed
25439,door
25440,confirming
25441,lama
25442,su
25443,left
25444,huge
25445,wave
25446,crashes
25447,stilts
25448,spray
25449,flies
25450,high
25451,whips
25452,across
25453,platform
25454,obiwan
25455,standing
25456,walks
25457,starfighter
25458,looks
25459,see
25460,anyone
25461,watching
25462,addresses
25463,arfour
25464,obiwan
25465,arfour
25466,exterior
25467,tipoca
25468,city
25469,landing
25470,platform
25471,jedi
25472,fighter
25473,rainstorm
25474,late
25475,day
25476,rp
25477,obiwans
25478,astrodroid
25479,still
25480,sitting
25481,top
25482,obiwans
25483,starfighter
25484,switches
25485,beeps
25486,obiwan
25487,arfour
25488,relay
25489,scramble
25490,code
25491,five
25492,courscant
25493,care
25494,old
25495,folks
25496,home
25497,arfour
25498,beeps
25499,whistles
25500,panels
25501,light
25502,inside
25503,cockpit
25504,transmitter
25505,disc
25506,emerges
25507,top
25508,starfighter
25509,message
25510,transmitted
25511,interior
25512,jedi
25513,temple
25514,yodas
25515,quarters
25516,late
25517,afternoon
25518,yoda
25519,sits
25520,mace
25521,windu
25522,two
25523,jedi
25524,hologram
25525,obiwan
25526,speaks
25527,obiwan
25528,vo
25529,successfully
25530,made
25531,contact
25532,prime
25533,minister
25534,kamino
25535,using
25536,bounty
25537,hunter
25538,named
25539,jango
25540,fett
25541,create
25542,clone
25543,army
25544,strong
25545,feeling
25546,bounty
25547,hunter
25548,assassin
25549,looking
25550,mace
25551,windu
25552,think
25553,cloners
25554,involved
25555,plot
25556,assassinate
25557,senator
25558,amidala
25559,obiwan
25560,vo
25561,master
25562,appears
25563,motive
25564,yoda
25565,assume
25566,anything
25567,obiwan
25568,clear
25569,mind
25570,must
25571,discover
25572,real
25573,villains
25574,behind
25575,plot
25576,obiwan
25577,vo
25578,yes
25579,master
25580,say
25581,master
25582,sifodyas
25583,placed
25584,order
25585,clone
25586,army
25587,request
25588,senate
25589,almost
25590,ten
25591,years
25592,ago
25593,impression
25594,killed
25595,council
25596,ever
25597,authorize
25598,creation
25599,clone
25600,army
25601,mace
25602,windu
25603,whoever
25604,placed
25605,order
25606,authorization
25607,jedi
25608,council
25609,yoda
25610,custody
25611,take
25612,jango
25613,fett
25614,bring
25615,question
25616,obiwan
25617,vo
25618,yes
25619,master
25620,report
25621,back
25622,hologram
25623,obiwan
25624,fades
25625,yoda
25626,blind
25627,creation
25628,clone
25629,army
25630,could
25631,see
25632,mace
25633,windu
25634,think
25635,time
25636,inform
25637,senate
25638,ability
25639,use
25640,force
25641,diminished
25642,yoda
25643,dark
25644,lords
25645,sith
25646,know
25647,weakness
25648,informed
25649,senate
25650,multiply
25651,adversaries
25652,interior
25653,naboo
25654,lake
25655,retreat
25656,anakins
25657,bedroom
25658,night
25659,anakin
25660,moves
25661,restlessly
25662,sleep
25663,mutters
25664,sweat
25665,forms
25666,forehead
25667,turns
25668,violently
25669,cries
25670,anakin
25671,mom
25672,dont
25673,dont
25674,exterior
25675,naboo
25676,lake
25677,retreat
25678,lodge
25679,balcony
25680,overlooking
25681,gardens
25682,morning
25683,anakin
25684,balcony
25685,overlooking
25686,gardens
25687,moment
25688,pamdé
25689,comes
25690,onto
25691,balcony
25692,behind
25693,sees
25694,meditating
25695,turns
25696,go
25697,anakin
25698,eyes
25699,closed
25700,dont
25701,go
25702,pamdé
25703,dont
25704,want
25705,disturb
25706,anakin
25707,presence
25708,soothing
25709,brief
25710,pause
25711,padmé
25712,nightmare
25713,last
25714,night
25715,anakin
25716,jedi
25717,dont
25718,nightmares
25719,padmé
25720,heard
25721,anakin
25722,opens
25723,eyes
25724,looks
25725,anakin
25726,saw
25727,mother
25728,saw
25729,clearly
25730,see
25731,suffering
25732,padmé
25733,theyre
25734,killing
25735,pain
25736,know
25737,im
25738,disobeying
25739,mandate
25740,protect
25741,senator
25742,know
25743,punished
25744,possibly
25745,thrown
25746,jedi
25747,order
25748,go
25749,help
25750,im
25751,sorry
25752,padmé
25753,dont
25754,choice
25755,padmé
25756,ill
25757,go
25758,way
25759,continue
25760,protect
25761,wont
25762,disobeying
25763,mandate
25764,anakin
25765,master
25766,obiwan
25767,padmé
25768,smiles
25769,takes
25770,hand
25771,padmé
25772,guess
25773,wont
25774,tell
25775,interior
25776,tipoca
25777,city
25778,corridor
25779,day
25780,obiwan
25781,enters
25782,cautiously
25783,outside
25784,ahead
25785,corridor
25786,deserted
25787,moves
25788,interior
25789,tipoca
25790,city
25791,corridor
25792,outside
25793,fett
25794,apartment
25795,day
25796,obiwan
25797,arrives
25798,door
25799,jango
25800,fetts
25801,apartment
25802,reaches
25803,runs
25804,fingers
25805,along
25806,door
25807,locating
25808,locks
25809,door
25810,slides
25811,open
25812,interior
25813,tipoca
25814,city
25815,fett
25816,apartment
25817,day
25818,obiwan
25819,walks
25820,find
25821,room
25822,complete
25823,disorder
25824,bedroom
25825,door
25826,wide
25827,open
25828,clear
25829,signs
25830,hurried
25831,departure
25832,fetts
25833,personal
25834,belongings
25835,gone
25836,obiwan
25837,goes
25838,ultrathin
25839,computer
25840,screen
25841,punches
25842,onscreen
25843,picture
25844,jango
25845,fett
25846,boba
25847,fett
25848,unhitching
25849,lines
25850,securing
25851,ship
25852,landing
25853,platform
25854,jango
25855,fett
25856,wearing
25857,armor
25858,rocket
25859,pack
25860,exterior
25861,tipoca
25862,city
25863,kamino
25864,landing
25865,platform
25866,rainstorm
25867,day
25868,jango
25869,fetts
25870,ship
25871,slave
25872,rests
25873,landing
25874,platform
25875,jango
25876,boba
25877,fett
25878,preparing
25879,board
25880,obiwan
25881,rushes
25882,tower
25883,door
25884,runs
25885,toward
25886,ship
25887,boba
25888,fett
25889,dad
25890,look
25891,jango
25892,fett
25893,turns
25894,see
25895,obiwan
25896,charging
25897,tower
25898,toward
25899,runs
25900,obiwan
25901,draws
25902,lightsaber
25903,belt
25904,flashes
25905,jango
25906,fett
25907,draws
25908,gun
25909,fires
25910,charging
25911,jedi
25912,obiwan
25913,deflects
25914,blast
25915,swings
25916,jango
25917,fett
25918,jango
25919,fett
25920,boba
25921,get
25922,board
25923,bounty
25924,hunter
25925,rockets
25926,obiwan
25927,landing
25928,top
25929,nearby
25930,tower
25931,jango
25932,fett
25933,fires
25934,obi
25935,wan
25936,jedi
25937,deflects
25938,shots
25939,back
25940,jango
25941,fett
25942,evades
25943,fires
25944,explosive
25945,sending
25946,obiwan
25947,diving
25948,way
25949,cockpit
25950,jango
25951,fetts
25952,ship
25953,boba
25954,fett
25955,grabs
25956,controls
25957,laser
25958,gun
25959,swings
25960,aim
25961,obiwan
25962,fires
25963,explosion
25964,ships
25965,laser
25966,blasts
25967,throws
25968,obiwan
25969,ground
25970,lightsaber
25971,skids
25972,across
25973,wet
25974,surface
25975,landing
25976,platform
25977,jango
25978,fett
25979,drops
25980,tower
25981,landing
25982,front
25983,obiwan
25984,obiwan
25985,rises
25986,charges
25987,toward
25988,jango
25989,cockpit
25990,boba
25991,fett
25992,watches
25993,outside
25994,obiwan
25995,jango
25996,fett
25997,grapple
25998,fight
25999,punching
26000,kicking
26001,grabbing
26002,hold
26003,throwing
26004,around
26005,obiwan
26006,grabs
26007,jango
26008,fett
26009,tightly
26010,jango
26011,fett
26012,rockets
26013,air
26014,kicks
26015,obiwan
26016,loose
26017,obiwan
26018,crashes
26019,deck
26020,slides
26021,toward
26022,edge
26023,grapples
26024,desperately
26025,handhold
26026,slick
26027,surface
26028,obiwan
26029,reaches
26030,lightsaber
26031,using
26032,force
26033,bring
26034,jango
26035,fires
26036,thin
26037,wire
26038,wristpack
26039,wraps
26040,around
26041,obiwans
26042,wrists
26043,retrieve
26044,lightsaber
26045,jango
26046,rockets
26047,air
26048,dragging
26049,obiwan
26050,behind
26051,along
26052,platform
26053,surface
26054,obiwan
26055,slides
26056,toward
26057,columns
26058,manages
26059,maneuver
26060,roll
26061,avoiding
26062,collision
26063,leveraging
26064,wire
26065,structure
26066,pulling
26067,feet
26068,obiwan
26069,pulls
26070,weight
26071,momentum
26072,wire
26073,causing
26074,jango
26075,drop
26076,crash
26077,ground
26078,jangos
26079,rocketpack
26080,breaks
26081,free
26082,back
26083,explodes
26084,still
26085,connected
26086,wire
26087,obiwan
26088,charges
26089,jango
26090,kicking
26091,platform
26092,edge
26093,jango
26094,slides
26095,pulling
26096,obiwan
26097,locked
26098,together
26099,obiwan
26100,jango
26101,fett
26102,plummet
26103,toward
26104,raging
26105,ocean
26106,last
26107,moment
26108,jango
26109,fett
26110,sees
26111,edge
26112,digs
26113,forearm
26114,claws
26115,surface
26116,obiwan
26117,slides
26118,past
26119,jango
26120,finally
26121,ejects
26122,wire
26123,free
26124,wrist
26125,obiwan
26126,stop
26127,speed
26128,slide
26129,shoots
26130,edge
26131,falling
26132,obiwan
26133,uses
26134,force
26135,causes
26136,wire
26137,wrap
26138,around
26139,pole
26140,stopping
26141,descent
26142,swings
26143,drops
26144,onto
26145,small
26146,service
26147,platform
26148,waves
26149,hauls
26150,feet
26151,jango
26152,looks
26153,jedi
26154,disappeared
26155,jango
26156,uses
26157,forearm
26158,claws
26159,climb
26160,back
26161,landing
26162,platform
26163,runs
26164,toward
26165,ship
26166,cockpit
26167,boba
26168,fett
26169,settles
26170,pilots
26171,seat
26172,punches
26173,buttons
26174,engines
26175,roar
26176,obiwan
26177,comes
26178,running
26179,onto
26180,landing
26181,platform
26182,spots
26183,lightsaber
26184,laying
26185,ground
26186,time
26187,retrieves
26188,successfully
26189,turns
26190,jangos
26191,ship
26192,engines
26193,roar
26194,realizing
26195,ship
26196,take
26197,obiwan
26198,takes
26199,small
26200,tracking
26201,device
26202,belt
26203,throws
26204,onto
26205,hull
26206,ship
26207,jango
26208,fetts
26209,ship
26210,lifts
26211,platform
26212,heads
26213,lowering
26214,sky
26215,disappears
26216,lightning
26217,flashes
26218,rain
26219,lashes
26220,tower
26221,streams
26222,across
26223,surface
26224,platform
26225,obiwan
26226,stands
26227,watching
26228,exterior
26229,space
26230,naboo
26231,starship
26232,heads
26233,toward
26234,desert
26235,planet
26236,tatooine
26237,exterior
26238,tatooine
26239,mos
26240,espa
26241,streets
26242,wattos
26243,ship
26244,day
26245,naboo
26246,starship
26247,lands
26248,large
26249,parking
26250,lot
26251,spaceships
26252,outskirts
26253,mos
26254,espa
26255,anakin
26256,padmé
26257,ride
26258,rickshaw
26259,streets
26260,anakin
26261,stares
26262,sights
26263,hasnt
26264,seen
26265,years
26266,finally
26267,come
26268,wattos
26269,shop
26270,rickshaw
26271,stops
26272,anakin
26273,droid
26274,driver
26275,wait
26276,please
26277,anakin
26278,padmé
26279,get
26280,sitting
26281,stool
26282,front
26283,shop
26284,watto
26285,using
26286,small
26287,electronic
26288,screwdriver
26289,fiddly
26290,droid
26291,three
26292,pit
26293,droids
26294,chattering
26295,away
26296,trying
26297,help
26298,seem
26299,make
26300,madder
26301,watto
26302,yelling
26303,huttese
26304,one
26305,one
26306,chuba
26307,da
26308,wanga
26309,da
26310,wanga
26311,anakin
26312,arriving
26313,excuse
26314,watto
26315,chut
26316,chut
26317,watto
26318,watto
26319,huttese
26320,ke
26321,booda
26322,anakin
26323,huttese
26324,said
26325,excuse
26326,di
26327,nova
26328,chut
26329,chut
26330,watto
26331,turns
26332,chattering
26333,pit
26334,droids
26335,watto
26336,huttese
26337,shut
26338,go
26339,ana
26340,bopa
26341,pit
26342,droids
26343,snap
26344,storage
26345,position
26346,anakin
26347,let
26348,help
26349,ding
26350,mi
26351,chasa
26352,hopa
26353,anakin
26354,takes
26355,fiddly
26356,piece
26357,equipment
26358,starts
